선수명,생년월일,출신교,출신,연도,팀명,타율,경기,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도실,볼넷,사구,삼진,병살,실책
박철우,1964년 04월 12일,월산초-전남중-광주제일고-동국대-해태-쌍방울,한국,1993,해태,0.264,81,197,19,52,6,0,2,64,17,0,1,23,5,28,4,1
박철우,1964년 04월 12일,월산초-전남중-광주제일고-동국대-해태-쌍방울,한국,1994,쌍방울,0.291,89,179,11,52,9,0,2,67,25,0,1,15,2,34,2,2
박철우,1964년 04월 12일,월산초-전남중-광주제일고-동국대-해태-쌍방울,한국,1995,쌍방울,0.265,95,287,21,76,12,1,5,105,35,3,3,24,4,42,10,0
박철우,1964년 04월 12일,월산초-전남중-광주제일고-동국대-해태-쌍방울,한국,1996,쌍방울,0.188,28,32,1,6,0,0,1,9,2,0,0,10,1,7,3,0
박철우,1964년 04월 12일,월산초-전남중-광주제일고-동국대-해태-쌍방울,한국,1997,쌍방울,0.34,77,103,9,35,6,0,1,44,18,2,0,15,3,14,2,0
박철우,1964년 04월 12일,월산초-전남중-광주제일고-동국대-해태-쌍방울,한국,1998,쌍방울,0.237,59,118,9,28,2,0,1,33,14,0,0,15,3,26,1,0
박철희,1968년 02월 15일,단국대,한국,1992,삼성,0.294,23,17,7,5,1,0,1,9,3,0,0,2,1,6,0,1
박태호,1963년 05월 13일,대구고-영남대,한국,1987,롯데,0.306,50,72,6,22,4,0,0,26,8,0,0,5,0,8,4,2
박태호,1963년 05월 13일,대구고-영남대,한국,1988,롯데,0.239,65,138,14,33,2,0,2,41,13,6,1,5,1,13,4,13
박태호,1963년 05월 13일,대구고-영남대,한국,1989,롯데,0.281,57,128,10,36,4,0,2,46,12,2,0,7,0,18,5,6
박태호,1963년 05월 13일,대구고-영남대,한국,1990,롯데,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
박태호,1963년 05월 13일,대구고-영남대,한국,1991,롯데,0.139,24,36,4,5,0,0,1,8,5,2,0,0,0,15,0,1
박태호,1963년 05월 13일,대구고-영남대,한국,1992,롯데,0.3,7,10,0,3,0,0,0,3,2,0,0,0,0,2,0,1
박해종,1952년 09월 09일,연세대,한국,1984,OB,0.228,27,57,2,13,3,0,0,16,8,0,0,6,1,3,3,3
박해종,1952년 09월 09일,연세대,한국,1985,OB,0.185,16,27,0,5,0,0,0,5,3,0,0,2,0,7,0,0
박현수,1972년 01월 28일,진흥고,한국,1990,해태,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
박현수,1972년 01월 28일,진흥고,한국,1991,해태,0.2,28,35,4,7,1,1,0,10,2,0,0,3,0,14,1,1
박현수,1972년 01월 28일,진흥고,한국,1992,해태,0.222,8,9,0,2,1,0,0,3,0,0,0,1,0,3,1,0
박현승,1972년 09월 12일,대연초-대천중-경남고-동아대-롯데,한국,1995,롯데,0.221,48,95,12,21,4,1,1,30,8,1,0,14,4,24,0,3
박현승,1972년 09월 12일,대연초-대천중-경남고-동아대-롯데,한국,1996,롯데,0.288,108,354,62,102,22,3,8,154,51,10,6,40,5,55,13,13
박현승,1972년 09월 12일,대연초-대천중-경남고-동아대-롯데,한국,1997,롯데,0.301,112,379,53,114,19,4,19,198,63,12,1,36,6,66,10,9
박현승,1972년 09월 12일,대연초-대천중-경남고-동아대-롯데,한국,1999,롯데,0.263,100,342,49,90,21,2,6,133,39,12,3,40,7,59,11,10
박현승,1972년 09월 12일,대연초-대천중-경남고-동아대-롯데,한국,2000,롯데,0.241,111,344,40,83,19,2,6,124,39,23,3,47,5,54,4,19
박현승,1972년 09월 12일,대연초-대천중-경남고-동아대-롯데,한국,2001,롯데,0.288,123,427,76,123,21,4,5,167,53,15,6,72,13,68,5,9
박현승,1972년 09월 12일,대연초-대천중-경남고-동아대-롯데,한국,2002,롯데,0.26,94,346,37,90,15,0,9,132,35,6,5,25,2,62,8,11
박현승,1972년 09월 12일,대연초-대천중-경남고-동아대-롯데,한국,2003,롯데,0.235,118,357,40,84,11,1,0,97,18,7,8,19,3,65,9,7
박현승,1972년 09월 12일,대연초-대천중-경남고-동아대-롯데,한국,2004,롯데,0.219,61,146,18,32,6,0,1,41,11,2,1,22,2,30,4,1
박현승,1972년 09월 12일,대연초-대천중-경남고-동아대-롯데,한국,2005,롯데,0.211,24,38,3,8,1,0,0,9,1,1,0,5,0,10,2,2
박현승,1972년 09월 12일,대연초-대천중-경남고-동아대-롯데,한국,2006,롯데,0.242,104,298,31,72,9,0,3,90,26,5,3,33,4,55,4,9
박현승,1972년 09월 12일,대연초-대천중-경남고-동아대-롯데,한국,2007,롯데,0.325,91,302,55,98,14,0,3,121,33,1,3,33,10,59,9,3
박현승,1972년 09월 12일,대연초-대천중-경남고-동아대-롯데,한국,2008,롯데,0.218,73,206,27,45,5,1,1,55,22,3,4,28,3,37,8,2
박현영,1968년 08월 30일,휘문고,한국,1987,OB,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
박현영,1968년 08월 30일,휘문고,한국,1988,OB,0.083,7,12,0,1,0,0,0,1,0,0,0,0,0,2,0,0
박현영,1968년 08월 30일,휘문고,한국,1989,OB,0.118,28,34,2,4,2,0,0,6,0,0,1,1,0,9,2,2
박현영,1968년 08월 30일,휘문고,한국,1991,OB,0.269,54,104,6,28,6,1,0,36,12,0,0,7,1,17,4,5
박현영,1968년 08월 30일,휘문고,한국,1992,OB,0.284,77,155,13,44,5,0,6,67,24,3,0,9,1,27,6,3
박현영,1968년 08월 30일,휘문고,한국,1993,OB,0.258,88,209,27,54,7,5,6,89,29,0,1,7,7,43,5,5
박현영,1968년 08월 30일,휘문고,한국,1994,OB,0.289,35,76,8,22,2,0,3,33,10,0,0,4,1,13,0,4
박현영,1968년 08월 30일,휘문고,한국,1995,OB,0.141,54,92,8,13,2,1,0,17,12,2,1,2,5,23,5,4
박현영,1968년 08월 30일,휘문고,한국,1996,OB,0.242,58,128,14,31,4,0,4,47,15,1,1,6,0,24,3,3
박현영,1968년 08월 30일,휘문고,한국,1997,삼성,0.197,74,127,15,25,8,0,2,39,9,0,0,5,5,30,2,8
박현영,1968년 08월 30일,휘문고,한국,1998,쌍방울,0.213,46,122,7,26,2,0,1,31,10,2,0,8,1,22,7,3
박홍철,1967년 06월 12일,중앙대,한국,1990,삼성,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
박홍철,1967년 06월 12일,중앙대,한국,1991,삼성,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
박홍철,1967년 06월 12일,중앙대,한국,1993,삼성,0.25,4,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0
박흥식,1962년 01월 05일,대구초-대구중-신일고-한양대-MBC-LG,한국,1985,MBC,0.238,79,210,18,50,8,5,0,68,9,4,6,25,10,23,2,2
박흥식,1962년 01월 05일,대구초-대구중-신일고-한양대-MBC-LG,한국,1986,MBC,0.255,98,377,33,96,14,2,0,114,40,8,8,30,10,32,7,5
박흥식,1962년 01월 05일,대구초-대구중-신일고-한양대-MBC-LG,한국,1987,MBC,0.3,101,347,48,104,8,9,2,136,36,15,5,46,8,28,8,2
박흥식,1962년 01월 05일,대구초-대구중-신일고-한양대-MBC-LG,한국,1988,MBC,0.301,80,316,44,95,12,4,4,127,34,14,5,28,5,23,1,3
박흥식,1962년 01월 05일,대구초-대구중-신일고-한양대-MBC-LG,한국,1989,MBC,0.222,67,189,21,42,6,1,2,56,14,9,6,32,4,28,2,1
박흥식,1962년 01월 05일,대구초-대구중-신일고-한양대-MBC-LG,한국,1990,LG,0.245,88,273,42,67,7,2,0,78,25,16,10,51,5,38,4,1
박흥식,1962년 01월 05일,대구초-대구중-신일고-한양대-MBC-LG,한국,1991,LG,0.125,22,40,6,5,0,0,0,5,2,4,3,12,1,4,4,0
박흥식,1962년 01월 05일,대구초-대구중-신일고-한양대-MBC-LG,한국,1992,LG,0.224,100,241,37,54,8,2,4,78,25,3,2,36,3,39,9,1
박흥식,1962년 01월 05일,대구초-대구중-신일고-한양대-MBC-LG,한국,1993,LG,0.194,25,31,3,6,2,0,0,8,4,0,0,1,0,3,0,0
박희찬,1963년 05월 01일,경남고-동아대,한국,1985,롯데,0,6,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0
박희찬,1963년 05월 01일,경남고-동아대,한국,1986,롯데,0.75,5,4,2,3,1,0,0,4,0,0,0,1,0,0,0,0
박희찬,1963년 05월 01일,경남고-동아대,한국,1987,롯데,0.3,9,10,0,3,0,0,0,3,1,0,0,0,0,3,0,0
박희찬,1963년 05월 01일,경남고-동아대,한국,1988,롯데,0,6,7,1,0,0,0,0,0,0,0,0,1,1,3,0,0
발데스,1973년 06월 29일,푸에르토리코 칼로스대,푸에르토리코,2007,LG,0.283,116,435,50,123,15,0,13,177,72,4,1,70,2,49,14,3
발데스,1978년 05월 20일,미국 알리로폴리노고,미국,2008,KIA,0.218,47,156,17,34,9,1,1,48,16,13,4,9,1,19,2,6
방동민,1977년 01월 20일,충암고-LG,한국,1996,LG,0.125,5,8,0,1,0,0,0,1,1,0,0,0,0,1,0,0
방수환,1975년 01월 17일,동국대,한국,1998,해태,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
방승재,1981년 05월 10일,충암고-동국대,한국,2004,두산,0,10,7,1,0,0,0,0,0,0,0,0,0,0,3,0,0
방승재,1981년 05월 10일,충암고-동국대,한국,2005,두산,0,6,2,5,0,0,0,0,0,0,1,0,1,0,2,0,0
방진호,1977년 07월 27일,동산고-경남대,한국,2001,한화,0.108,37,37,4,4,0,0,0,4,0,0,0,2,0,10,1,1
방진호,1977년 07월 27일,동산고-경남대,한국,2002,한화,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
배대웅,1954년 03월 02일,경북고,한국,1982,삼성,0.23,71,235,30,54,9,0,5,78,27,7,2,25,0,10,2,7
배대웅,1954년 03월 02일,경북고,한국,1983,삼성,0.285,78,228,27,65,10,2,2,85,22,6,1,24,1,11,5,4
배대웅,1954년 03월 02일,경북고,한국,1984,삼성,0.24,43,104,5,25,2,0,0,27,5,4,1,9,2,13,2,2
배대웅,1954년 03월 02일,경북고,한국,1985,삼성,0.273,91,161,18,44,8,1,3,63,18,5,2,8,1,11,0,4
배대웅,1954년 03월 02일,경북고,한국,1986,삼성,0.266,72,94,5,25,3,0,1,31,11,2,1,6,0,7,7,3
배수희,1955년 04월 30일,경동고,한국,1982,MBC,0.217,22,23,2,5,0,1,0,7,3,0,0,1,0,4,0,0
배스,1974년 06월 22일,미국 오데아고,미국,2000,해태,0.271,15,59,13,16,4,0,3,29,13,3,1,9,0,22,3,1
배원영,1962년 01월 15일,세광고-건국대,한국,1984,OB,0,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
배원영,1962년 01월 15일,세광고-건국대,한국,1986,빙그레,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
배정훈,1973년 12월 20일,부산고-동아대,한국,1996,롯데,0.294,12,17,2,5,0,0,0,5,0,0,1,0,0,6,2,0
배정훈,1973년 12월 20일,부산고-동아대,한국,1997,롯데,0.176,59,108,8,19,2,0,2,27,7,0,0,5,0,23,2,2
배정훈,1973년 12월 20일,부산고-동아대,한국,1998,롯데,0.27,22,37,1,10,3,0,0,13,3,1,0,2,0,9,1,1
배훈,1972년 12월 16일,인하대,한국,1994,해태,0.125,15,16,2,2,0,0,0,2,3,0,0,2,0,7,0,0
백대운,1980년 11월 21일,중앙고-영남대,한국,2003,두산,0.067,9,15,2,1,1,0,0,2,0,0,0,1,0,5,1,0
백성진,1968년 04월 09일,동국대,한국,1991,태평양,0.167,6,6,1,1,0,0,0,1,0,0,0,0,2,0,0,0
백성진,1968년 04월 09일,동국대,한국,1992,태평양,0,7,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0
백성진,1968년 04월 09일,동국대,한국,1993,태평양,0.254,47,122,13,31,4,1,0,37,13,4,5,8,4,29,4,4
백성진,1968년 04월 09일,동국대,한국,1997,현대,0.257,67,105,7,27,4,0,1,34,10,6,4,9,4,26,1,8
백승훈,1980년 05월 16일,대전고-동국대,한국,2003,두산,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
백승훈,1980년 05월 16일,대전고-동국대,한국,2004,두산,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
백인천,1943년 11월 27일,경동고-MBC,한국,1982,MBC,0.412,72,250,55,103,23,1,19,185,64,11,3,42,3,17,5,0
백인천,1943년 11월 27일,경동고-MBC,한국,1983,삼미,0.19,35,121,6,23,6,1,1,34,17,1,0,11,1,9,4,0
백인천,1943년 11월 27일,경동고-MBC,한국,1984,삼미,0.281,10,32,6,9,2,0,3,20,10,1,0,3,0,3,2,0
백인호,1963년 05월 19일,군산남초-군산남중-군산상고-동국대-해태-쌍방울-해태,한국,1987,해태,0.272,95,302,31,82,10,4,3,109,25,21,4,16,4,19,3,6
백인호,1963년 05월 19일,군산남초-군산남중-군산상고-동국대-해태-쌍방울-해태,한국,1988,해태,0.261,96,280,38,73,12,4,3,102,22,14,5,30,3,21,7,22
백인호,1963년 05월 19일,군산남초-군산남중-군산상고-동국대-해태-쌍방울-해태,한국,1989,해태,0.266,103,379,58,101,17,1,3,129,26,11,17,45,5,25,8,21
백인호,1963년 05월 19일,군산남초-군산남중-군산상고-동국대-해태-쌍방울-해태,한국,1990,해태,0.297,94,337,51,100,13,3,8,143,34,9,8,53,7,50,7,11
백인호,1963년 05월 19일,군산남초-군산남중-군산상고-동국대-해태-쌍방울-해태,한국,1991,해태,0.232,103,358,44,83,12,1,3,106,26,18,7,40,10,21,16,7
백인호,1963년 05월 19일,군산남초-군산남중-군산상고-동국대-해태-쌍방울-해태,한국,1993,쌍방울,0.2,40,100,7,20,1,0,0,21,6,0,0,10,3,17,5,0
백인호,1963년 05월 19일,군산남초-군산남중-군산상고-동국대-해태-쌍방울-해태,한국,1994,쌍방울,0.281,108,356,30,100,17,0,7,138,49,3,0,27,4,30,9,11
백인호,1963년 05월 19일,군산남초-군산남중-군산상고-동국대-해태-쌍방울-해태,한국,1995,쌍방울,0.244,106,352,36,86,13,2,7,124,40,3,0,31,3,54,11,10
백인호,1963년 05월 19일,군산남초-군산남중-군산상고-동국대-해태-쌍방울-해태,한국,1996,쌍방울,0.232,49,125,14,29,5,0,2,40,10,1,2,16,3,23,2,6
백인호,1963년 05월 19일,군산남초-군산남중-군산상고-동국대-해태-쌍방울-해태,한국,1997,해태,0.245,62,106,9,26,5,0,1,34,16,0,0,10,2,24,1,1
백인호,1963년 05월 19일,군산남초-군산남중-군산상고-동국대-해태-쌍방울-해태,한국,1998,해태,0.278,70,133,9,37,6,0,3,52,12,2,0,6,2,21,3,3
백인호,1963년 05월 19일,군산남초-군산남중-군산상고-동국대-해태-쌍방울-해태,한국,1999,해태,0.24,27,25,2,6,0,0,0,6,4,0,0,3,0,7,0,0
백재호,1974년 06월 30일,효제초-보성중-신일고-동국대-한화,한국,1997,한화,0.243,110,338,42,82,12,1,16,144,55,2,3,41,6,66,5,9
백재호,1974년 06월 30일,효제초-보성중-신일고-동국대-한화,한국,1998,한화,0.257,124,393,41,101,23,1,13,165,45,3,7,39,8,65,7,13
백재호,1974년 06월 30일,효제초-보성중-신일고-동국대-한화,한국,1999,한화,0.248,132,428,43,106,24,2,7,155,46,4,1,32,4,52,11,11
백재호,1974년 06월 30일,효제초-보성중-신일고-동국대-한화,한국,2000,한화,0.216,103,301,34,65,22,1,3,98,23,0,0,30,6,63,7,9
백재호,1974년 06월 30일,효제초-보성중-신일고-동국대-한화,한국,2001,한화,0.276,88,217,18,60,7,0,6,85,25,2,0,35,1,43,7,15
백재호,1974년 06월 30일,효제초-보성중-신일고-동국대-한화,한국,2002,한화,0.202,78,193,25,39,10,0,10,79,35,0,1,14,1,42,2,6
백재호,1974년 06월 30일,효제초-보성중-신일고-동국대-한화,한국,2003,한화,0.228,96,171,18,39,12,0,2,57,21,3,1,27,2,30,6,4
백재호,1974년 06월 30일,효제초-보성중-신일고-동국대-한화,한국,2004,한화,0.156,69,45,2,7,3,1,0,12,6,0,0,0,0,11,3,3
백재호,1974년 06월 30일,효제초-보성중-신일고-동국대-한화,한국,2005,한화,0.277,85,235,29,65,8,0,4,85,20,5,0,15,4,48,11,9
백재호,1974년 06월 30일,효제초-보성중-신일고-동국대-한화,한국,2006,한화,0.349,42,86,8,30,5,0,1,38,12,0,0,10,3,20,1,1
백재호,1974년 06월 30일,효제초-보성중-신일고-동국대-한화,한국,2007,한화,0.226,80,164,18,37,4,0,6,59,18,0,0,29,1,41,5,4
백정훈,1982년 06월 24일,동성고-성균관대,한국,2005,KIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
베로아,1965년 03월 18일,도미니카 유나이티드고,도미니카,2002,롯데,0.097,11,31,1,3,1,0,1,7,3,0,0,3,0,15,0,0
변용선,1987년 05월 17일,인헌초-선린중-선린인터넷고-중앙대-롯데,한국,2010,롯데,0.333,3,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0
변용선,1987년 05월 17일,인헌초-선린중-선린인터넷고-중앙대-롯데,한국,2012,롯데,0,7,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0
보이,1966년 04월 16일,푸에르토리코 라살레고,푸에르토리코,2003,롯데,0.19,7,21,0,4,2,0,0,6,0,0,0,2,0,11,0,1
부시,1968년 07월 07일,미국 아이오와 주립대,미국,1998,한화,0.213,76,240,20,51,11,1,10,94,28,0,0,16,1,81,11,3
브래디,1969년 11월 23일,미국 리버티대,미국,1998,롯데,0.258,70,155,18,40,6,4,3,63,6,4,1,6,2,30,3,13
브룸바,1974년 04월 21일,미국 델라와대-현대-히어로즈,미국,2003,현대,0.303,70,264,45,80,18,1,14,142,51,3,5,29,2,43,6,4
브룸바,1974년 04월 21일,미국 델라와대-현대-히어로즈,미국,2004,현대,0.343,132,475,92,163,25,1,33,289,105,7,8,114,1,79,10,3
브룸바,1974년 04월 21일,미국 델라와대-현대-히어로즈,미국,2007,현대,0.308,126,438,75,135,13,0,29,235,87,3,2,100,4,70,17,2
브룸바,1974년 04월 21일,미국 델라와대-현대-히어로즈,미국,2008,우리,0.293,102,358,39,105,17,0,13,161,61,1,1,56,2,79,12,0
브룸바,1974년 04월 21일,미국 델라와대-현대-히어로즈,미국,2009,히어로즈,0.245,123,436,69,107,21,1,27,211,86,2,2,86,2,111,17,0
브리또,1972년 05월 28일,도미니카 산이시드로고-SK-삼성-SK,도미니카,2000,SK,0.338,103,405,65,137,26,4,15,216,70,3,2,31,11,55,8,12
브리또,1972년 05월 28일,도미니카 산이시드로고-SK-삼성-SK,도미니카,2001,SK,0.32,122,422,59,135,27,0,22,228,80,7,3,57,24,53,12,23
브리또,1972년 05월 28일,도미니카 산이시드로고-SK-삼성-SK,도미니카,2002,삼성,0.283,128,481,89,136,29,0,25,240,90,1,2,35,21,84,10,22
브리또,1972년 05월 28일,도미니카 산이시드로고-SK-삼성-SK,도미니카,2003,삼성,0.255,102,380,59,97,17,1,20,176,58,2,2,31,10,58,8,10
브리또,1972년 05월 28일,도미니카 산이시드로고-SK-삼성-SK,도미니카,2004,SK,0.261,102,368,41,96,18,0,13,153,50,0,2,34,15,57,5,10
브리또,1972년 05월 28일,도미니카 산이시드로고-SK-삼성-SK,도미니카,2005,한화,0.286,78,287,34,82,14,0,17,147,43,0,1,11,8,45,11,21
브릭스,1971년 12월 26일,미국 델라웨어대,미국,1999,해태,0.283,115,361,48,102,14,6,23,197,74,6,3,13,3,85,7,10
브링클리,1968년 12월 23일,미국 새카리드히오트대,미국,2000,현대,0.209,27,91,9,19,1,0,3,29,14,2,0,6,0,25,4,1
사인상,1960년 12월 18일,동대문상,한국,1984,OB,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
사인상,1960년 12월 18일,동대문상,한국,1986,OB,0.25,7,8,1,2,1,0,0,3,0,0,0,0,0,3,0,1
산토스,1966년 12월 29일,도미니카 뉴타운고,도미니카,2001,KIA,0.31,130,484,74,150,19,0,26,247,107,1,0,46,1,66,17,0
샌더스,1969년 07월 26일,미국 라임스톤대,미국,1999,해태,0.247,125,409,86,101,14,0,40,235,94,3,0,105,7,133,5,10
서브넥,1976년 08월 21일,미국 미시간대,미국,2006,KIA,0.224,40,143,14,32,3,1,4,49,15,2,1,6,1,17,2,2
서석영,1972년 04월 30일,인하대,한국,1995,OB,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
서석영,1972년 04월 30일,인하대,한국,1996,OB,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
서성민,1976년 08월 22일,부산상고-연세대,한국,2002,현대,0.109,36,46,3,5,0,0,1,8,1,1,0,2,1,16,1,0
서성종,1983년 06월 17일,화정초-충장중-광주제일고-LG-경찰,한국,2008,LG,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
서성종,1983년 06월 17일,화정초-충장중-광주제일고-LG-경찰,한국,2010,LG,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서용빈,1971년 01월 02일,금양초-선린중-선린상고-단국대-LG,한국,1994,LG,0.318,126,493,72,157,30,4,4,207,72,6,2,39,5,62,9,4
서용빈,1971년 01월 02일,금양초-선린중-선린상고-단국대-LG,한국,1995,LG,0.306,126,441,48,135,28,2,4,179,53,6,2,34,8,55,12,9
서용빈,1971년 01월 02일,금양초-선린중-선린상고-단국대-LG,한국,1996,LG,0.242,95,248,28,60,4,2,4,80,29,3,1,24,5,34,8,3
서용빈,1971년 01월 02일,금양초-선린중-선린상고-단국대-LG,한국,1997,LG,0.316,120,399,51,126,25,6,4,175,69,4,6,38,7,45,5,4
서용빈,1971년 01월 02일,금양초-선린중-선린상고-단국대-LG,한국,2000,LG,0.274,100,288,27,79,12,2,2,101,40,4,0,35,2,37,9,5
서용빈,1971년 01월 02일,금양초-선린중-선린상고-단국대-LG,한국,2001,LG,0.286,126,371,36,106,19,4,0,133,49,4,2,37,5,50,10,3
서용빈,1971년 01월 02일,금양초-선린중-선린상고-단국대-LG,한국,2002,LG,0.286,88,273,35,78,16,1,3,105,27,4,4,25,0,49,6,7
서용빈,1971년 01월 02일,금양초-선린중-선린상고-단국대-LG,한국,2005,LG,0.128,15,39,3,5,1,1,0,8,2,0,0,1,0,8,0,1
서용빈,1971년 01월 02일,금양초-선린중-선린상고-단국대-LG,한국,2006,LG,0.192,32,73,7,14,4,0,1,21,9,0,2,5,0,13,2,1
서일권,1961년 10월 18일,미국 메릴랜드대,미국,1988,OB,0,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
서일권,1961년 10월 18일,미국 메릴랜드대,미국,1989,OB,0,12,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0
서일권,1961년 10월 18일,미국 메릴랜드대,미국,1990,OB,0.242,25,33,1,8,2,0,0,10,0,0,0,2,0,8,0,0
서일권,1961년 10월 18일,미국 메릴랜드대,미국,1991,OB,0.204,33,49,9,10,2,0,0,12,6,2,1,7,0,14,2,0
서정,1984년 04월 16일,송정동초-무등중-광주제일고-성균관대,한국,2007,한화,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
서정민,1969년 10월 10일,홍익대,한국,1992,태평양,0.167,5,6,3,1,0,0,0,1,0,0,0,0,0,2,0,0
서정민,1969년 10월 10일,홍익대,한국,1994,태평양,0.26,55,96,13,25,1,1,2,34,9,3,2,6,1,26,1,3
서정민,1969년 10월 10일,홍익대,한국,1995,태평양,0,3,10,0,0,0,0,0,0,0,0,0,0,0,6,0,1
서정호,1981년 12월 24일,개금초-개성중-경남고-한양대-롯데,한국,2004,롯데,0.212,15,33,5,7,0,0,2,13,4,2,0,4,0,9,1,1
서정호,1981년 12월 24일,개금초-개성중-경남고-한양대-롯데,한국,2007,롯데,0.333,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0
서정호,1981년 12월 24일,개금초-개성중-경남고-한양대-롯데,한국,2008,롯데,0,4,7,1,0,0,0,0,0,0,0,0,0,0,4,0,0
서정호,1981년 12월 24일,개금초-개성중-경남고-한양대-롯데,한국,2009,롯데,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
서정환,1955년 07월 05일,대구신암초-경상중-경북고-건국대-삼성-해태,한국,1982,삼성,0.202,47,124,18,25,1,1,2,34,19,9,1,5,1,21,2,9
서정환,1955년 07월 05일,대구신암초-경상중-경북고-건국대-삼성-해태,한국,1983,해태,0.257,98,319,33,82,11,3,3,108,34,13,6,27,4,42,10,26
서정환,1955년 07월 05일,대구신암초-경상중-경북고-건국대-삼성-해태,한국,1984,해태,0.25,94,324,38,81,11,0,5,107,27,9,7,30,3,47,5,13
서정환,1955년 07월 05일,대구신암초-경상중-경북고-건국대-삼성-해태,한국,1985,해태,0.275,104,371,46,102,13,0,3,124,21,17,12,38,2,40,4,18
서정환,1955년 07월 05일,대구신암초-경상중-경북고-건국대-삼성-해태,한국,1986,해태,0.256,108,375,55,96,12,1,3,119,24,43,23,38,7,49,2,21
서정환,1955년 07월 05일,대구신암초-경상중-경북고-건국대-삼성-해태,한국,1987,해태,0.278,102,335,38,93,12,3,3,120,28,19,11,33,9,16,8,12
서정환,1955년 07월 05일,대구신암초-경상중-경북고-건국대-삼성-해태,한국,1988,해태,0.323,95,297,45,96,11,1,0,109,29,22,8,26,4,27,6,14
서정환,1955년 07월 05일,대구신암초-경상중-경북고-건국대-삼성-해태,한국,1989,해태,0.258,64,132,16,34,4,0,3,47,17,4,2,16,3,23,2,9
서준룡,1967년 08월 29일,성균관대,한국,1990,OB,0.174,17,23,2,4,0,0,0,4,2,2,3,2,0,5,0,1
서준룡,1967년 08월 29일,성균관대,한국,1991,OB,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
서창기,1965년 03월 07일,광주제일고-성균관대,한국,1988,해태,0.167,13,6,0,1,0,0,0,1,0,0,0,2,0,3,0,0
서창기,1965년 03월 07일,광주제일고-성균관대,한국,1989,해태,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
서창기,1965년 03월 07일,광주제일고-성균관대,한국,1991,쌍방울,0.195,108,210,23,41,12,1,1,58,26,2,3,39,3,50,6,12
서창기,1965년 03월 07일,광주제일고-성균관대,한국,1992,쌍방울,0.218,80,156,14,34,7,3,1,50,14,0,2,10,1,43,8,5
서창호,1978년 06월 03일,부산고-고려대,한국,2001,한화,0.133,13,15,2,2,0,0,0,2,1,0,0,5,0,5,1,2
서창호,1978년 06월 03일,부산고-고려대,한국,2002,한화,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서튼,1970년 05월 14일,미국 일리노이대-현대,미국,2005,현대,0.292,119,424,76,124,18,2,35,251,102,0,2,86,4,101,3,3
서튼,1970년 05월 14일,미국 일리노이대-현대,미국,2006,현대,0.266,93,331,50,88,18,1,18,162,61,0,0,59,2,72,9,0
서튼,1970년 05월 14일,미국 일리노이대-현대,미국,2007,KIA,0.274,34,106,14,29,7,0,3,45,10,0,0,21,1,25,0,3
서한규,1973년 03월 28일,숭의초-동인천중-인천고-홍익대-롯데-현대,한국,1998,롯데,0.211,23,19,4,4,0,1,0,6,2,1,0,1,1,6,0,1
서한규,1973년 03월 28일,숭의초-동인천중-인천고-홍익대-롯데-현대,한국,1999,롯데,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서한규,1973년 03월 28일,숭의초-동인천중-인천고-홍익대-롯데-현대,한국,2000,롯데,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서한규,1973년 03월 28일,숭의초-동인천중-인천고-홍익대-롯데-현대,한국,2001,롯데,0,10,8,1,0,0,0,0,0,1,0,0,0,0,4,0,0
